"","등록번호","조사기관","조사의뢰자","시작일","종료일","국제기준응답률(AAPOR)","URL"
"1",12782,"알앤써치","알앤써치",2024-03-13,2024-03-14,"0.86%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14428&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"2",12775,"여론조사공정","파이낸스투데이",2024-03-12,2024-03-12,"1.32%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14418&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"3",12754,"조원씨앤아이","스트레이트뉴스",2024-03-09,2024-03-11,"0.75%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14397&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"4",12744,"미디어토마토","뉴스토마토",2024-03-09,2024-03-10,"3.46%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14388&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"5",12738,"메타보이스","JTBC",2024-03-07,2024-03-09,"3.39%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14383&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"6",12718,"코리아리서치인터내셔널","MBC",2024-03-09,2024-03-10,"4.05%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14358&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"7",12717,"한국리서치","KBS",2024-03-07,2024-03-09,"5.2%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14357&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"8",12704,"알앤써치","아시아투데이",2024-03-08,2024-03-09,"0.88%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14346&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"9",12695,"엠브레인","전국지표조사(NBS)",2024-03-04,2024-03-06,"5.92%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14335&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"10",12694,"알앤써치","알앤써치",2024-03-05,2024-03-06,"0.67%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14334&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"11",12693,"한국리서치","코리아타임스",2024-03-04,2024-03-05,"3.43%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14330&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"12",12689,"여론조사공정","데일리안",2024-03-04,2024-03-05,"0.96%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14328&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"13",12687,"메트릭스","연합뉴스",2024-03-02,2024-03-03,"4.29%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14325&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"14",12686,"한길리서치","아주경제",2024-03-03,2024-03-04,"0.66%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14326&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"15",12682,"엠브레인","YTN",2024-03-03,2024-03-04,"4.07%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14321&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"16",12681,"미디어토마토","뉴스토마토",2024-03-02,2024-03-03,"0.74%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14320&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
