"","등록번호","조사기관","조사의뢰자","시작일","종료일","국제기준응답률(AAPOR)","URL"
"1",12954,"알앤써치","알앤써치",2024-03-21,2024-03-22,"0.83%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=14615&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"2",12950,"한국갤럽","한국갤럽",2024-03-19,2024-03-21,"5.32%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=14607&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"3",12921,"한국리서치","전국지표조사(NBS)",2024-03-18,2024-03-20,"5.7%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=14577&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"4",12913,"한국리서치","KBS",2024-03-17,2024-03-19,"5.11%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=14570&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"5",12886,"여론조사공정","데일리안",2024-03-18,2024-03-19,"0.94%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=14542&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"6",12882,"미디어리서치","뉴스핌",2024-03-18,2024-03-19,"0.92%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=14539&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"7",12869,"조원씨앤아이","스트레이트뉴스",2024-03-16,2024-03-18,"0.76%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=14527&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"8",12853,"한길리서치","쿠키뉴스",2024-03-16,2024-03-18,"0.97%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=14510&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"9",12841,"미디어토마토","뉴스토마토",2024-03-16,2024-03-17,"3.5%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=14495&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"10",12831,"에브리리서치","뉴스피릿",2024-03-15,2024-03-16,"3.37%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=14487&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"11",12810,"알앤써치","아시아투데이",2024-03-15,2024-03-16,"0.81%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=14458&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"12",12791,"리얼미터","에너지경제신문",2024-03-14,2024-03-15,"1.31%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=14453&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"13",12784,"한국갤럽","한국갤럽",2024-03-12,2024-03-14,"5.32%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=14437&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"14",12782,"알앤써치","알앤써치",2024-03-13,2024-03-14,"0.86%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=14428&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"15",12775,"여론조사공정","파이낸스투데이",2024-03-12,2024-03-12,"1.32%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=14418&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"16",12754,"조원씨앤아이","스트레이트뉴스",2024-03-09,2024-03-11,"0.75%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=14397&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"17",12744,"미디어토마토","뉴스토마토",2024-03-09,2024-03-10,"3.46%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=14388&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"18",12718,"코리아리서치인터내셔널","MBC",2024-03-09,2024-03-10,"4.05%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=14358&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
