"","등록번호","조사기관","조사의뢰자","시작일","종료일","국제기준응답률(AAPOR)","URL"
"1",12631,"한국리서치","KBS",2024-02-25,2024-02-27,"5.26%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14297&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"2",12600,"여론조사공정","파이낸스투데이",2024-02-26,2024-02-27,"1.33%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14290&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"3",12540,"메타보이스","JTBC",2024-02-24,2024-02-25,"3.43%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14276&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"4",12499,"여론조사공정","파이낸스투데이",2024-02-22,2024-02-23,"1.3%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14267&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"5",12498,"한국갤럽","서울경제",2024-02-22,2024-02-23,"3.8%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14266&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"6",12470,"코리아리서치인터내셔널","전국지표조사(NBS)",2024-02-19,2024-02-21,"5.88%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14077&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"7",12459,"여론조사공정","데일리안",2024-02-19,2024-02-20,"0.87%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14064&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"8",12458,"리얼미터","뉴스피릿",2024-02-16,2024-02-18,"1.66%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14047&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"9",12457,"조원씨앤아이","스트레이트뉴스",2024-02-17,2024-02-19,"0.77%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14063&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"10",12456,"한길리서치","쿠키뉴스",2024-02-17,2024-02-19,"0.73%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14062&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"11",12451,"한국리서치","KBS",2024-02-15,2024-02-17,"5.17%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14057&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"12",12443,"엠브레인","YTN",2024-02-18,2024-02-19,"3.97%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14046&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"13",12441,"미디어토마토","뉴스토마토",2024-02-17,2024-02-18,"3.44%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14044&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"14",12429,"에브리리서치","뉴스피릿",2024-02-16,2024-02-17,"3.36%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14030&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"15",12420,"입소스","한국경제신문",2024-02-14,2024-02-15,"3.91%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14018&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"16",12418,"한국사회여론연구소(KSOI)","CBS",2024-02-15,2024-02-16,"3.66%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?menuNo=200467&nttId=14021&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
